"approval","date","president","party"
0.58,1970-01-05,"Richard Nixon","Republican"
0.56,1970-01-20,"Richard Nixon","Republican"
0.6,1970-02-02,"Richard Nixon","Republican"
0.55,1970-03-02,"Richard Nixon","Republican"
0.54,1970-03-15,"Richard Nixon","Republican"
0.53,1970-03-25,"Richard Nixon","Republican"
0.56,1970-04-19,"Richard Nixon","Republican"
0.57,1970-05-03,"Richard Nixon","Republican"
0.59,1970-05-25,"Richard Nixon","Republican"
0.54,1970-06-23,"Richard Nixon","Republican"
0.6,1970-07-14,"Richard Nixon","Republican"
0.54,1970-08-02,"Richard Nixon","Republican"
0.54,1970-09-01,"Richard Nixon","Republican"
0.57,1970-09-14,"Richard Nixon","Republican"
0.51,1970-09-28,"Richard Nixon","Republican"
0.57,1970-10-14,"Richard Nixon","Republican"
0.56,1970-11-17,"Richard Nixon","Republican"
0.48,1970-12-08,"Richard Nixon","Republican"
0.55,1971-01-11,"Richard Nixon","Republican"
0.49,1971-02-22,"Richard Nixon","Republican"
0.49,1971-03-14,"Richard Nixon","Republican"
0.48,1971-03-30,"Richard Nixon","Republican"
0.47,1971-04-26,"Richard Nixon","Republican"
0.4,1971-05-17,"Richard Nixon","Republican"
0.43,1971-06-07,"Richard Nixon","Republican"
0.44,1971-06-28,"Richard Nixon","Republican"
0.47,1971-07-18,"Richard Nixon","Republican"
0.47,1971-08-25,"Richard Nixon","Republican"
0.47,1971-08-30,"Richard Nixon","Republican"
0.5,1971-10-11,"Richard Nixon","Republican"
0.49,1971-11-02,"Richard Nixon","Republican"
0.49,1971-12-13,"Richard Nixon","Republican"
0.49,1972-01-04,"Richard Nixon","Republican"
0.51,1972-02-01,"Richard Nixon","Republican"
0.55,1972-02-29,"Richard Nixon","Republican"
0.52,1972-03-21,"Richard Nixon","Republican"
0.53,1972-04-25,"Richard Nixon","Republican"
0.61,1972-05-23,"Richard Nixon","Republican"
0.59,1972-06-13,"Richard Nixon","Republican"
0.56,1972-06-20,"Richard Nixon","Republican"
0.62,1972-11-30,"Richard Nixon","Republican"
0.59,1972-12-05,"Richard Nixon","Republican"
0.51,1973-01-09,"Richard Nixon","Republican"
0.66,1973-01-23,"Richard Nixon","Republican"
0.65,1973-02-13,"Richard Nixon","Republican"
0.57,1973-03-27,"Richard Nixon","Republican"
0.53,1973-04-03,"Richard Nixon","Republican"
0.47,1973-04-24,"Richard Nixon","Republican"
0.44,1973-05-01,"Richard Nixon","Republican"
0.44,1973-05-01,"Richard Nixon","Republican"
0.44,1973-05-08,"Richard Nixon","Republican"
0.42,1973-05-29,"Richard Nixon","Republican"
0.39,1973-07-03,"Richard Nixon","Republican"
0.36,1973-08-14,"Richard Nixon","Republican"
0.33,1973-09-04,"Richard Nixon","Republican"
0.32,1973-09-18,"Richard Nixon","Republican"
0.29,1973-10-02,"Richard Nixon","Republican"
0.27,1973-10-16,"Richard Nixon","Republican"
0.26,1973-10-30,"Richard Nixon","Republican"
0.3,1973-11-27,"Richard Nixon","Republican"
0.28,1973-12-04,"Richard Nixon","Republican"
0.22,1974-01-02,"Richard Nixon","Republican"
0.26,1974-01-15,"Richard Nixon","Republican"
0.28,1974-01-29,"Richard Nixon","Republican"
0.26,1974-02-12,"Richard Nixon","Republican"
0.25,1974-02-12,"Richard Nixon","Republican"
0.26,1974-03-12,"Richard Nixon","Republican"
0.25,1974-03-26,"Richard Nixon","Republican"
0.25,1974-04-09,"Richard Nixon","Republican"
0.26,1974-04-30,"Richard Nixon","Republican"
0.25,1974-04-30,"Richard Nixon","Republican"
0.24,1974-05-07,"Richard Nixon","Republican"
0.26,1974-05-20,"Richard Nixon","Republican"
0.27,1974-05-28,"Richard Nixon","Republican"
0.25,1974-06-18,"Richard Nixon","Republican"
0.27,1974-06-25,"Richard Nixon","Republican"
0.23,1974-07-09,"Richard Nixon","Republican"
0.24,1974-08-05,"Richard Nixon","Republican"
0.7,1974-08-13,"Gerald R. Ford","Republican"
0.66,1974-09-03,"Gerald R. Ford","Republican"
0.49,1974-09-24,"Gerald R. Ford","Republican"
0.52,1974-10-08,"Gerald R. Ford","Republican"
0.53,1974-10-15,"Gerald R. Ford","Republican"
0.47,1974-11-05,"Gerald R. Ford","Republican"
0.48,1974-11-12,"Gerald R. Ford","Republican"
0.42,1974-12-03,"Gerald R. Ford","Republican"
0.37,1975-01-07,"Gerald R. Ford","Republican"
0.38,1975-01-28,"Gerald R. Ford","Republican"
0.38,1975-02-25,"Gerald R. Ford","Republican"
0.38,1975-03-04,"Gerald R. Ford","Republican"
0.36,1975-03-25,"Gerald R. Ford","Republican"
0.43,1975-04-01,"Gerald R. Ford","Republican"
0.39,1975-04-15,"Gerald R. Ford","Republican"
0.39,1975-05-05,"Gerald R. Ford","Republican"
0.5,1975-05-27,"Gerald R. Ford","Republican"
0.51,1975-06-24,"Gerald R. Ford","Republican"
0.45,1975-07-29,"Gerald R. Ford","Republican"
0.46,1975-08-12,"Gerald R. Ford","Republican"
0.44,1975-09-09,"Gerald R. Ford","Republican"
0.47,1975-10-06,"Gerald R. Ford","Republican"
0.46,1975-10-14,"Gerald R. Ford","Republican"
0.44,1975-10-28,"Gerald R. Ford","Republican"
0.41,1975-11-18,"Gerald R. Ford","Republican"
0.45,1975-12-02,"Gerald R. Ford","Republican"
0.39,1975-12-15,"Gerald R. Ford","Republican"
0.45,1975-12-30,"Gerald R. Ford","Republican"
0.44,1976-01-20,"Gerald R. Ford","Republican"
0.46,1976-01-27,"Gerald R. Ford","Republican"
0.5,1976-03-01,"Gerald R. Ford","Republican"
0.5,1976-03-16,"Gerald R. Ford","Republican"
0.48,1976-04-12,"Gerald R. Ford","Republican"
0.47,1976-05-17,"Gerald R. Ford","Republican"
0.45,1976-06-08,"Gerald R. Ford","Republican"
0.53,1976-12-13,"Gerald R. Ford","Republican"
0.66,1977-02-07,"Jimmy Carter","Democrat"
0.71,1977-02-15,"Jimmy Carter","Democrat"
0.7,1977-03-01,"Jimmy Carter","Democrat"
0.74,1977-03-15,"Jimmy Carter","Democrat"
0.71,1977-03-22,"Jimmy Carter","Democrat"
0.67,1977-03-29,"Jimmy Carter","Democrat"
0.63,1977-04-12,"Jimmy Carter","Democrat"
0.63,1977-05-02,"Jimmy Carter","Democrat"
0.65,1977-05-09,"Jimmy Carter","Democrat"
0.63,1977-05-17,"Jimmy Carter","Democrat"
0.62,1977-05-31,"Jimmy Carter","Democrat"
0.63,1977-06-14,"Jimmy Carter","Democrat"
0.62,1977-07-05,"Jimmy Carter","Democrat"
0.66,1977-07-19,"Jimmy Carter","Democrat"
0.59,1977-08-02,"Jimmy Carter","Democrat"
0.66,1977-08-16,"Jimmy Carter","Democrat"
0.53,1977-09-06,"Jimmy Carter","Democrat"
0.59,1977-09-27,"Jimmy Carter","Democrat"
0.54,1977-10-11,"Jimmy Carter","Democrat"
0.54,1977-10-18,"Jimmy Carter","Democrat"
0.51,1977-10-25,"Jimmy Carter","Democrat"
0.54,1977-11-01,"Jimmy Carter","Democrat"
0.55,1977-11-15,"Jimmy Carter","Democrat"
0.56,1977-12-06,"Jimmy Carter","Democrat"
0.54,1978-01-03,"Jimmy Carter","Democrat"
0.51,1978-01-17,"Jimmy Carter","Democrat"
0.46,1978-02-11,"Jimmy Carter","Democrat"
0.5,1978-02-21,"Jimmy Carter","Democrat"
0.48,1978-03-01,"Jimmy Carter","Democrat"
0.49,1978-03-07,"Jimmy Carter","Democrat"
0.47,1978-03-28,"Jimmy Carter","Democrat"
0.4,1978-04-11,"Jimmy Carter","Democrat"
0.41,1978-04-25,"Jimmy Carter","Democrat"
0.41,1978-05-03,"Jimmy Carter","Democrat"
0.42,1978-05-16,"Jimmy Carter","Democrat"
0.43,1978-05-30,"Jimmy Carter","Democrat"
0.42,1978-06-13,"Jimmy Carter","Democrat"
0.4,1978-07-05,"Jimmy Carter","Democrat"
0.38,1978-07-18,"Jimmy Carter","Democrat"
0.39,1978-08-01,"Jimmy Carter","Democrat"
0.4,1978-08-08,"Jimmy Carter","Democrat"
0.42,1978-08-15,"Jimmy Carter","Democrat"
0.42,1978-09-05,"Jimmy Carter","Democrat"
0.44,1978-09-11,"Jimmy Carter","Democrat"
0.47,1978-09-19,"Jimmy Carter","Democrat"
0.49,1978-10-24,"Jimmy Carter","Democrat"
0.5,1978-11-28,"Jimmy Carter","Democrat"
0.51,1978-12-05,"Jimmy Carter","Democrat"
0.5,1979-01-02,"Jimmy Carter","Democrat"
0.43,1979-01-16,"Jimmy Carter","Democrat"
0.42,1979-01-30,"Jimmy Carter","Democrat"
0.37,1979-02-20,"Jimmy Carter","Democrat"
0.39,1979-02-27,"Jimmy Carter","Democrat"
0.46,1979-03-13,"Jimmy Carter","Democrat"
0.42,1979-03-20,"Jimmy Carter","Democrat"
0.4,1979-04-03,"Jimmy Carter","Democrat"
0.37,1979-05-01,"Jimmy Carter","Democrat"
0.32,1979-05-15,"Jimmy Carter","Democrat"
0.29,1979-05-29,"Jimmy Carter","Democrat"
0.29,1979-06-19,"Jimmy Carter","Democrat"
0.28,1979-06-26,"Jimmy Carter","Democrat"
0.29,1979-07-10,"Jimmy Carter","Democrat"
0.32,1979-07-30,"Jimmy Carter","Democrat"
0.32,1979-07-31,"Jimmy Carter","Democrat"
0.33,1979-08-07,"Jimmy Carter","Democrat"
0.32,1979-08-14,"Jimmy Carter","Democrat"
0.29,1979-09-04,"Jimmy Carter","Democrat"
0.32,1979-09-25,"Jimmy Carter","Democrat"
0.28,1979-10-02,"Jimmy Carter","Democrat"
0.31,1979-10-15,"Jimmy Carter","Democrat"
0.31,1979-10-30,"Jimmy Carter","Democrat"
0.37,1979-11-13,"Jimmy Carter","Democrat"
0.51,1979-11-27,"Jimmy Carter","Democrat"
0.54,1979-12-04,"Jimmy Carter","Democrat"
0.56,1980-01-02,"Jimmy Carter","Democrat"
0.57,1980-01-22,"Jimmy Carter","Democrat"
0.55,1980-01-29,"Jimmy Carter","Democrat"
0.51,1980-02-26,"Jimmy Carter","Democrat"
0.42,1980-03-04,"Jimmy Carter","Democrat"
0.39,1980-03-24,"Jimmy Carter","Democrat"
0.38,1980-04-08,"Jimmy Carter","Democrat"
0.42,1980-04-29,"Jimmy Carter","Democrat"
0.38,1980-05-13,"Jimmy Carter","Democrat"
0.38,1980-05-27,"Jimmy Carter","Democrat"
0.32,1980-06-10,"Jimmy Carter","Democrat"
0.3,1980-06-24,"Jimmy Carter","Democrat"
0.32,1980-07-08,"Jimmy Carter","Democrat"
0.32,1980-08-12,"Jimmy Carter","Democrat"
0.37,1980-09-09,"Jimmy Carter","Democrat"
0.31,1980-11-18,"Jimmy Carter","Democrat"
0.34,1980-12-08,"Jimmy Carter","Democrat"
0.51,1981-02-02,"Ronald Reagan","Republican"
0.55,1981-02-16,"Ronald Reagan","Republican"
0.66,1981-03-31,"Ronald Reagan","Republican"
0.66,1981-04-13,"Ronald Reagan","Republican"
0.68,1981-05-11,"Ronald Reagan","Republican"
0.58,1981-06-08,"Ronald Reagan","Republican"
0.58,1981-06-16,"Ronald Reagan","Republican"
0.57,1981-06-29,"Ronald Reagan","Republican"
0.59,1981-07-20,"Ronald Reagan","Republican"
0.55,1981-07-27,"Ronald Reagan","Republican"
0.59,1981-08-03,"Ronald Reagan","Republican"
0.59,1981-08-17,"Ronald Reagan","Republican"
0.51,1981-09-21,"Ronald Reagan","Republican"
0.54,1981-11-03,"Ronald Reagan","Republican"
0.48,1981-11-16,"Ronald Reagan","Republican"
0.54,1981-11-23,"Ronald Reagan","Republican"
0.48,1981-12-14,"Ronald Reagan","Republican"
0.49,1982-01-05,"Ronald Reagan","Republican"
0.47,1982-01-25,"Ronald Reagan","Republican"
0.46,1982-02-08,"Ronald Reagan","Republican"
0.46,1982-03-15,"Ronald Reagan","Republican"
0.45,1982-04-05,"Ronald Reagan","Republican"
0.43,1982-04-26,"Ronald Reagan","Republican"
0.44,1982-05-03,"Ronald Reagan","Republican"
0.44,1982-05-17,"Ronald Reagan","Republican"
0.44,1982-06-14,"Ronald Reagan","Republican"
0.44,1982-06-28,"Ronald Reagan","Republican"
0.42,1982-07-26,"Ronald Reagan","Republican"
0.4,1982-08-02,"Ronald Reagan","Republican"
0.4,1982-08-16,"Ronald Reagan","Republican"
0.41,1982-08-24,"Ronald Reagan","Republican"
0.42,1982-09-20,"Ronald Reagan","Republican"
0.41,1982-10-18,"Ronald Reagan","Republican"
0.42,1982-11-08,"Ronald Reagan","Republican"
0.43,1982-11-22,"Ronald Reagan","Republican"
0.41,1982-12-13,"Ronald Reagan","Republican"
0.36,1983-01-11,"Ronald Reagan","Republican"
0.37,1983-01-24,"Ronald Reagan","Republican"
0.35,1983-01-31,"Ronald Reagan","Republican"
0.4,1983-03-14,"Ronald Reagan","Republican"
0.4,1983-04-18,"Ronald Reagan","Republican"
0.42,1983-05-02,"Ronald Reagan","Republican"
0.43,1983-05-16,"Ronald Reagan","Republican"
0.45,1983-05-23,"Ronald Reagan","Republican"
0.43,1983-06-13,"Ronald Reagan","Republican"
0.46,1983-06-27,"Ronald Reagan","Republican"
0.42,1983-07-25,"Ronald Reagan","Republican"
0.44,1983-08-02,"Ronald Reagan","Republican"
0.43,1983-08-08,"Ronald Reagan","Republican"
0.43,1983-08-15,"Ronald Reagan","Republican"
0.42,1983-08-22,"Ronald Reagan","Republican"
0.47,1983-09-12,"Ronald Reagan","Republican"
0.47,1983-09-13,"Ronald Reagan","Republican"
0.45,1983-10-14,"Ronald Reagan","Republican"
0.52,1983-11-21,"Ronald Reagan","Republican"
0.53,1983-12-12,"Ronald Reagan","Republican"
0.52,1984-01-16,"Ronald Reagan","Republican"
0.55,1984-01-30,"Ronald Reagan","Republican"
0.52,1984-02-06,"Ronald Reagan","Republican"
0.55,1984-02-13,"Ronald Reagan","Republican"
0.52,1984-03-02,"Ronald Reagan","Republican"
0.53,1984-03-19,"Ronald Reagan","Republican"
0.54,1984-04-09,"Ronald Reagan","Republican"
0.48,1984-04-26,"Ronald Reagan","Republican"
0.49,1984-05-10,"Ronald Reagan","Republican"
0.53,1984-05-21,"Ronald Reagan","Republican"
0.52,1984-06-03,"Ronald Reagan","Republican"
0.54,1984-06-22,"Ronald Reagan","Republican"
0.53,1984-07-02,"Ronald Reagan","Republican"
0.53,1984-07-09,"Ronald Reagan","Republican"
0.51,1984-07-13,"Ronald Reagan","Republican"
0.55,1984-07-16,"Ronald Reagan","Republican"
0.51,1984-07-30,"Ronald Reagan","Republican"
0.53,1984-08-12,"Ronald Reagan","Republican"
0.56,1984-09-09,"Ronald Reagan","Republican"
0.56,1984-09-24,"Ronald Reagan","Republican"
0.53,1984-10-01,"Ronald Reagan","Republican"
0.58,1984-10-29,"Ronald Reagan","Republican"
0.61,1984-11-12,"Ronald Reagan","Republican"
0.61,1984-12-03,"Ronald Reagan","Republican"
0.59,1984-12-10,"Ronald Reagan","Republican"
0.59,1985-01-04,"Ronald Reagan","Republican"
0.61,1985-01-14,"Ronald Reagan","Republican"
0.63,1985-01-28,"Ronald Reagan","Republican"
0.59,1985-02-18,"Ronald Reagan","Republican"
0.57,1985-03-01,"Ronald Reagan","Republican"
0.55,1985-03-11,"Ronald Reagan","Republican"
0.52,1985-04-15,"Ronald Reagan","Republican"
0.54,1985-04-26,"Ronald Reagan","Republican"
0.55,1985-05-20,"Ronald Reagan","Republican"
0.57,1985-06-10,"Ronald Reagan","Republican"
0.65,1985-06-21,"Ronald Reagan","Republican"
0.62,1985-07-15,"Ronald Reagan","Republican"
0.67,1985-07-18,"Ronald Reagan","Republican"
0.62,1985-08-02,"Ronald Reagan","Republican"
0.65,1985-08-14,"Ronald Reagan","Republican"
0.61,1985-08-28,"Ronald Reagan","Republican"
0.62,1985-10-14,"Ronald Reagan","Republican"
0.69,1985-11-14,"Ronald Reagan","Republican"
0.65,1985-11-18,"Ronald Reagan","Republican"
0.66,1985-11-19,"Ronald Reagan","Republican"
0.63,1986-01-13,"Ronald Reagan","Republican"
0.71,1986-01-30,"Ronald Reagan","Republican"
0.63,1986-03-10,"Ronald Reagan","Republican"
0.63,1986-03-27,"Ronald Reagan","Republican"
0.61,1986-04-14,"Ronald Reagan","Republican"
0.67,1986-04-18,"Ronald Reagan","Republican"
0.61,1986-04-20,"Ronald Reagan","Republican"
0.67,1986-05-01,"Ronald Reagan","Republican"
0.67,1986-06-16,"Ronald Reagan","Republican"
0.67,1986-07-02,"Ronald Reagan","Republican"
0.63,1986-07-14,"Ronald Reagan","Republican"
0.59,1986-07-31,"Ronald Reagan","Republican"
0.63,1986-08-21,"Ronald Reagan","Republican"
0.62,1986-09-17,"Ronald Reagan","Republican"
0.64,1986-10-02,"Ronald Reagan","Republican"
0.47,1986-12-05,"Ronald Reagan","Republican"
0.47,1986-12-05,"Ronald Reagan","Republican"
0.52,1987-01-08,"Ronald Reagan","Republican"
0.48,1987-01-19,"Ronald Reagan","Republican"
0.49,1987-01-29,"Ronald Reagan","Republican"
0.4,1987-02-27,"Ronald Reagan","Republican"
0.46,1987-03-06,"Ronald Reagan","Republican"
0.46,1987-03-18,"Ronald Reagan","Republican"
0.48,1987-04-13,"Ronald Reagan","Republican"
0.47,1987-04-30,"Ronald Reagan","Republican"
0.49,1987-05-18,"Ronald Reagan","Republican"
0.45,1987-06-01,"Ronald Reagan","Republican"
0.5,1987-07-10,"Ronald Reagan","Republican"
0.48,1987-07-13,"Ronald Reagan","Republican"
0.48,1987-09-02,"Ronald Reagan","Republican"
0.51,1987-09-03,"Ronald Reagan","Republican"
0.51,1987-10-04,"Ronald Reagan","Republican"
0.47,1987-10-09,"Ronald Reagan","Republican"
0.48,1987-10-23,"Ronald Reagan","Republican"
0.5,1987-10-26,"Ronald Reagan","Republican"
0.5,1987-10-26,"Ronald Reagan","Republican"
0.52,1987-11-06,"Ronald Reagan","Republican"
0.61,1987-12-11,"Ronald Reagan","Republican"
0.51,1987-12-15,"Ronald Reagan","Republican"
0.52,1988-02-04,"Ronald Reagan","Republican"
0.51,1988-03-10,"Ronald Reagan","Republican"
0.51,1988-03-12,"Ronald Reagan","Republican"
0.49,1988-05-15,"Ronald Reagan","Republican"
0.5,1988-07-07,"Ronald Reagan","Republican"
0.53,1988-09-11,"Ronald Reagan","Republican"
0.56,1988-11-14,"Ronald Reagan","Republican"
0.63,1988-12-29,"Ronald Reagan","Republican"
0.51,1989-01-26,"George Bush","Republican"
0.6,1989-02-27,"George Bush","Republican"
0.62,1989-03-02,"George Bush","Republican"
0.62,1989-03-10,"George Bush","Republican"
0.56,1989-03-13,"George Bush","Republican"
0.54,1989-04-10,"George Bush","Republican"
0.57,1989-04-16,"George Bush","Republican"
0.55,1989-05-05,"George Bush","Republican"
0.56,1989-05-07,"George Bush","Republican"
0.58,1989-05-08,"George Bush","Republican"
0.61,1989-05-12,"George Bush","Republican"
0.62,1989-05-18,"George Bush","Republican"
0.62,1989-06-02,"George Bush","Republican"
0.69,1989-06-11,"George Bush","Republican"
0.63,1989-06-22,"George Bush","Republican"
0.66,1989-07-09,"George Bush","Republican"
0.69,1989-08-13,"George Bush","Republican"
0.6,1989-08-20,"George Bush","Republican"
0.64,1989-08-27,"George Bush","Republican"
0.69,1989-09-10,"George Bush","Republican"
0.66,1989-10-01,"George Bush","Republican"
0.66,1989-10-06,"George Bush","Republican"
0.67,1989-10-08,"George Bush","Republican"
0.59,1989-10-23,"George Bush","Republican"
0.69,1989-11-12,"George Bush","Republican"
0.63,1989-11-25,"George Bush","Republican"
0.71,1989-12-10,"George Bush","Republican"
0.79,1990-01-07,"George Bush","Republican"
0.66,1990-01-08,"George Bush","Republican"
0.73,1990-02-11,"George Bush","Republican"
0.73,1990-02-18,"George Bush","Republican"
0.72,1990-03-11,"George Bush","Republican"
0.68,1990-03-11,"George Bush","Republican"
0.73,1990-03-29,"George Bush","Republican"
0.67,1990-04-08,"George Bush","Republican"
0.71,1990-04-18,"George Bush","Republican"
0.65,1990-05-22,"George Bush","Republican"
0.67,1990-05-22,"George Bush","Republican"
0.69,1990-06-17,"George Bush","Republican"
0.63,1990-07-08,"George Bush","Republican"
0.64,1990-07-13,"George Bush","Republican"
0.59,1990-07-15,"George Bush","Republican"
0.6,1990-07-22,"George Bush","Republican"
0.75,1990-08-10,"George Bush","Republican"
0.61,1990-08-12,"George Bush","Republican"
0.74,1990-08-12,"George Bush","Republican"
0.74,1990-08-19,"George Bush","Republican"
0.73,1990-08-24,"George Bush","Republican"
0.68,1990-08-26,"George Bush","Republican"
0.75,1990-08-26,"George Bush","Republican"
0.74,1990-09-02,"George Bush","Republican"
0.76,1990-09-11,"George Bush","Republican"
0.54,1990-09-12,"George Bush","Republican"
0.73,1990-09-16,"George Bush","Republican"
0.67,1990-09-30,"George Bush","Republican"
0.65,1990-10-04,"George Bush","Republican"
0.66,1990-10-09,"George Bush","Republican"
0.56,1990-10-14,"George Bush","Republican"
0.56,1990-10-19,"George Bush","Republican"
0.52,1990-10-21,"George Bush","Republican"
0.54,1990-10-28,"George Bush","Republican"
0.57,1990-11-11,"George Bush","Republican"
0.58,1990-11-16,"George Bush","Republican"
0.54,1990-11-18,"George Bush","Republican"
0.51,1990-11-25,"George Bush","Republican"
0.6,1990-12-02,"George Bush","Republican"
0.62,1990-12-07,"George Bush","Republican"
0.57,1990-12-09,"George Bush","Republican"
0.62,1990-12-16,"George Bush","Republican"
0.62,1990-12-23,"George Bush","Republican"
0.58,1991-01-06,"George Bush","Republican"
0.64,1991-01-11,"George Bush","Republican"
0.64,1991-01-13,"George Bush","Republican"
0.82,1991-01-18,"George Bush","Republican"
0.82,1991-01-20,"George Bush","Republican"
0.79,1991-01-22,"George Bush","Republican"
0.86,1991-01-25,"George Bush","Republican"
0.82,1991-01-26,"George Bush","Republican"
0.74,1991-02-07,"George Bush","Republican"
0.78,1991-02-10,"George Bush","Republican"
0.79,1991-02-15,"George Bush","Republican"
0.8,1991-02-17,"George Bush","Republican"
0.8,1991-02-24,"George Bush","Republican"
0.89,1991-03-03,"George Bush","Republican"
0.79,1991-03-07,"George Bush","Republican"
0.87,1991-03-10,"George Bush","Republican"
0.86,1991-03-17,"George Bush","Republican"
0.83,1991-03-24,"George Bush","Republican"
0.81,1991-03-30,"George Bush","Republican"
0.82,1991-04-06,"George Bush","Republican"
0.77,1991-04-14,"George Bush","Republican"
0.73,1991-04-25,"George Bush","Republican"
0.76,1991-04-28,"George Bush","Republican"
0.74,1991-05-05,"George Bush","Republican"
0.76,1991-05-19,"George Bush","Republican"
0.76,1991-05-26,"George Bush","Republican"
0.73,1991-06-02,"George Bush","Republican"
0.72,1991-06-16,"George Bush","Republican"
0.69,1991-06-20,"George Bush","Republican"
0.71,1991-06-29,"George Bush","Republican"
0.71,1991-07-14,"George Bush","Republican"
0.69,1991-07-21,"George Bush","Republican"
0.67,1991-07-25,"George Bush","Republican"
0.7,1991-07-28,"George Bush","Republican"
0.7,1991-08-11,"George Bush","Republican"
0.67,1991-08-23,"George Bush","Republican"
0.73,1991-08-25,"George Bush","Republican"
0.69,1991-08-30,"George Bush","Republican"
0.68,1991-09-03,"George Bush","Republican"
0.65,1991-09-10,"George Bush","Republican"
0.66,1991-09-29,"George Bush","Republican"
0.62,1991-09-30,"George Bush","Republican"
0.65,1991-10-13,"George Bush","Republican"
0.65,1991-10-20,"George Bush","Republican"
0.62,1991-10-27,"George Bush","Republican"
0.51,1991-11-24,"George Bush","Republican"
0.46,1992-01-06,"George Bush","Republican"
0.45,1992-01-19,"George Bush","Republican"
0.43,1992-01-28,"George Bush","Republican"
0.46,1992-02-02,"George Bush","Republican"
0.43,1992-02-09,"George Bush","Republican"
0.38,1992-02-20,"George Bush","Republican"
0.41,1992-02-21,"George Bush","Republican"
0.38,1992-02-27,"George Bush","Republican"
0.41,1992-03-01,"George Bush","Republican"
0.41,1992-03-12,"George Bush","Republican"
0.4,1992-03-22,"George Bush","Republican"
0.4,1992-03-28,"George Bush","Republican"
0.41,1992-03-29,"George Bush","Republican"
0.39,1992-04-12,"George Bush","Republican"
0.42,1992-04-22,"George Bush","Republican"
0.4,1992-05-10,"George Bush","Republican"
0.4,1992-05-14,"George Bush","Republican"
0.41,1992-05-20,"George Bush","Republican"
0.36,1992-06-08,"George Bush","Republican"
0.36,1992-06-14,"George Bush","Republican"
0.38,1992-07-01,"George Bush","Republican"
0.31,1992-07-24,"George Bush","Republican"
0.31,1992-07-26,"George Bush","Republican"
0.29,1992-08-02,"George Bush","Republican"
0.34,1992-08-07,"George Bush","Republican"
0.35,1992-08-12,"George Bush","Republican"
0.36,1992-08-14,"George Bush","Republican"
0.37,1992-08-21,"George Bush","Republican"
0.39,1992-08-23,"George Bush","Republican"
0.39,1992-09-02,"George Bush","Republican"
0.35,1992-09-11,"George Bush","Republican"
0.39,1992-09-15,"George Bush","Republican"
0.36,1992-09-20,"George Bush","Republican"
0.33,1992-10-03,"George Bush","Republican"
0.29,1992-10-13,"George Bush","Republican"
0.34,1992-10-14,"George Bush","Republican"
0.37,1992-10-23,"George Bush","Republican"
0.42,1992-11-22,"George Bush","Republican"
0.42,1992-11-22,"George Bush","Republican"
0.48,1992-12-06,"George Bush","Republican"
0.49,1992-12-20,"George Bush","Republican"
0.56,1993-01-11,"George Bush","Republican"
0.58,1993-01-26,"William J. Clinton","Democrat"
0.53,1993-01-31,"William J. Clinton","Democrat"
0.51,1993-02-14,"William J. Clinton","Democrat"
0.58,1993-02-28,"William J. Clinton","Democrat"
0.53,1993-03-14,"William J. Clinton","Democrat"
0.51,1993-03-31,"William J. Clinton","Democrat"
0.55,1993-04-24,"William J. Clinton","Democrat"
0.45,1993-05-12,"William J. Clinton","Democrat"
0.43,1993-05-23,"William J. Clinton","Democrat"
0.36,1993-06-06,"William J. Clinton","Democrat"
0.38,1993-06-21,"William J. Clinton","Democrat"
0.45,1993-06-30,"William J. Clinton","Democrat"
0.49,1993-07-11,"William J. Clinton","Democrat"
0.41,1993-07-21,"William J. Clinton","Democrat"
0.43,1993-08-10,"William J. Clinton","Democrat"
0.44,1993-08-25,"William J. Clinton","Democrat"
0.46,1993-09-12,"William J. Clinton","Democrat"
0.46,1993-09-15,"William J. Clinton","Democrat"
0.56,1993-09-26,"William J. Clinton","Democrat"
0.5,1993-10-10,"William J. Clinton","Democrat"
0.47,1993-10-18,"William J. Clinton","Democrat"
0.47,1993-10-30,"William J. Clinton","Democrat"
0.47,1993-11-04,"William J. Clinton","Democrat"
0.49,1993-11-16,"William J. Clinton","Democrat"
0.47,1993-11-21,"William J. Clinton","Democrat"
0.52,1993-12-06,"William J. Clinton","Democrat"
0.47,1993-12-19,"William J. Clinton","Democrat"
0.54,1994-01-08,"William J. Clinton","Democrat"
0.53,1994-01-17,"William J. Clinton","Democrat"
0.57,1994-01-30,"William J. Clinton","Democrat"
0.53,1994-02-28,"William J. Clinton","Democrat"
0.5,1994-03-08,"William J. Clinton","Democrat"
0.5,1994-03-13,"William J. Clinton","Democrat"
0.52,1994-03-27,"William J. Clinton","Democrat"
0.5,1994-03-30,"William J. Clinton","Democrat"
0.5,1994-04-18,"William J. Clinton","Democrat"
0.48,1994-04-24,"William J. Clinton","Democrat"
0.5,1994-05-22,"William J. Clinton","Democrat"
0.45,1994-06-06,"William J. Clinton","Democrat"
0.49,1994-06-12,"William J. Clinton","Democrat"
0.44,1994-06-28,"William J. Clinton","Democrat"
0.43,1994-07-03,"William J. Clinton","Democrat"
0.42,1994-07-17,"William J. Clinton","Democrat"
0.43,1994-08-09,"William J. Clinton","Democrat"
0.39,1994-08-16,"William J. Clinton","Democrat"
0.39,1994-09-07,"William J. Clinton","Democrat"
0.42,1994-09-18,"William J. Clinton","Democrat"
0.43,1994-09-25,"William J. Clinton","Democrat"
0.42,1994-10-09,"William J. Clinton","Democrat"
