"approval","date","president","party"
0.64,2009-05-20,"Barack Obama","Democrat"
0.64,2009-05-21,"Barack Obama","Democrat"
0.62,2009-05-22,"Barack Obama","Democrat"
0.64,2009-05-23,"Barack Obama","Democrat"
0.64,2009-05-24,"Barack Obama","Democrat"
0.65,2009-05-26,"Barack Obama","Democrat"
0.64,2009-05-27,"Barack Obama","Democrat"
0.64,2009-05-28,"Barack Obama","Democrat"
0.62,2009-05-29,"Barack Obama","Democrat"
0.63,2009-05-30,"Barack Obama","Democrat"
0.62,2009-05-31,"Barack Obama","Democrat"
0.64,2009-06-01,"Barack Obama","Democrat"
0.63,2009-06-02,"Barack Obama","Democrat"
0.63,2009-06-03,"Barack Obama","Democrat"
0.62,2009-06-04,"Barack Obama","Democrat"
0.62,2009-06-05,"Barack Obama","Democrat"
0.62,2009-06-06,"Barack Obama","Democrat"
0.62,2009-06-07,"Barack Obama","Democrat"
0.61,2009-06-08,"Barack Obama","Democrat"
0.59,2009-06-09,"Barack Obama","Democrat"
0.6,2009-06-10,"Barack Obama","Democrat"
0.61,2009-06-11,"Barack Obama","Democrat"
0.63,2009-06-12,"Barack Obama","Democrat"
0.62,2009-06-13,"Barack Obama","Democrat"
0.61,2009-06-14,"Barack Obama","Democrat"
0.62,2009-06-15,"Barack Obama","Democrat"
0.61,2009-06-16,"Barack Obama","Democrat"
0.61,2009-06-17,"Barack Obama","Democrat"
0.58,2009-06-18,"Barack Obama","Democrat"
0.57,2009-06-20,"Barack Obama","Democrat"
0.57,2009-06-21,"Barack Obama","Democrat"
0.6,2009-06-22,"Barack Obama","Democrat"
0.6,2009-06-23,"Barack Obama","Democrat"
0.61,2009-06-24,"Barack Obama","Democrat"
0.59,2009-06-25,"Barack Obama","Democrat"
0.59,2009-06-26,"Barack Obama","Democrat"
0.57,2009-06-27,"Barack Obama","Democrat"
0.59,2009-06-28,"Barack Obama","Democrat"
0.6,2009-06-29,"Barack Obama","Democrat"
0.63,2009-06-30,"Barack Obama","Democrat"
0.61,2009-07-01,"Barack Obama","Democrat"
0.62,2009-07-02,"Barack Obama","Democrat"
0.6,2009-07-03,"Barack Obama","Democrat"
0.59,2009-07-05,"Barack Obama","Democrat"
0.58,2009-07-06,"Barack Obama","Democrat"
0.56,2009-07-07,"Barack Obama","Democrat"
0.57,2009-07-08,"Barack Obama","Democrat"
0.58,2009-07-09,"Barack Obama","Democrat"
0.58,2009-07-10,"Barack Obama","Democrat"
0.58,2009-07-11,"Barack Obama","Democrat"
0.59,2009-07-12,"Barack Obama","Democrat"
0.6,2009-07-13,"Barack Obama","Democrat"
0.59,2009-07-14,"Barack Obama","Democrat"
0.58,2009-07-15,"Barack Obama","Democrat"
0.58,2009-07-16,"Barack Obama","Democrat"
0.6,2009-07-17,"Barack Obama","Democrat"
0.6,2009-07-18,"Barack Obama","Democrat"
0.61,2009-07-19,"Barack Obama","Democrat"
0.59,2009-07-20,"Barack Obama","Democrat"
0.57,2009-07-21,"Barack Obama","Democrat"
0.55,2009-07-22,"Barack Obama","Democrat"
0.56,2009-07-23,"Barack Obama","Democrat"
0.55,2009-07-24,"Barack Obama","Democrat"
0.56,2009-07-25,"Barack Obama","Democrat"
0.56,2009-07-26,"Barack Obama","Democrat"
0.54,2009-07-27,"Barack Obama","Democrat"
0.53,2009-07-28,"Barack Obama","Democrat"
0.52,2009-07-29,"Barack Obama","Democrat"
0.54,2009-07-30,"Barack Obama","Democrat"
0.56,2009-07-31,"Barack Obama","Democrat"
0.55,2009-08-01,"Barack Obama","Democrat"
0.56,2009-08-02,"Barack Obama","Democrat"
0.55,2009-08-03,"Barack Obama","Democrat"
0.56,2009-08-04,"Barack Obama","Democrat"
0.56,2009-08-05,"Barack Obama","Democrat"
0.58,2009-08-06,"Barack Obama","Democrat"
0.58,2009-08-07,"Barack Obama","Democrat"
0.55,2009-08-08,"Barack Obama","Democrat"
0.55,2009-08-09,"Barack Obama","Democrat"
0.54,2009-08-10,"Barack Obama","Democrat"
0.53,2009-08-11,"Barack Obama","Democrat"
0.53,2009-08-12,"Barack Obama","Democrat"
0.54,2009-08-13,"Barack Obama","Democrat"
0.55,2009-08-14,"Barack Obama","Democrat"
0.54,2009-08-15,"Barack Obama","Democrat"
0.53,2009-08-16,"Barack Obama","Democrat"
0.52,2009-08-17,"Barack Obama","Democrat"
0.51,2009-08-18,"Barack Obama","Democrat"
0.51,2009-08-19,"Barack Obama","Democrat"
0.53,2009-08-20,"Barack Obama","Democrat"
0.53,2009-08-21,"Barack Obama","Democrat"
0.54,2009-08-22,"Barack Obama","Democrat"
0.52,2009-08-23,"Barack Obama","Democrat"
0.51,2009-08-24,"Barack Obama","Democrat"
0.51,2009-08-25,"Barack Obama","Democrat"
0.5,2009-08-26,"Barack Obama","Democrat"
0.5,2009-08-27,"Barack Obama","Democrat"
0.5,2009-08-28,"Barack Obama","Democrat"
0.5,2009-08-29,"Barack Obama","Democrat"
0.51,2009-08-30,"Barack Obama","Democrat"
0.52,2009-08-31,"Barack Obama","Democrat"
0.54,2009-09-01,"Barack Obama","Democrat"
0.55,2009-09-02,"Barack Obama","Democrat"
0.55,2009-09-03,"Barack Obama","Democrat"
0.53,2009-09-04,"Barack Obama","Democrat"
0.52,2009-09-05,"Barack Obama","Democrat"
0.51,2009-09-06,"Barack Obama","Democrat"
0.51,2009-09-08,"Barack Obama","Democrat"
0.51,2009-09-09,"Barack Obama","Democrat"
0.51,2009-09-10,"Barack Obama","Democrat"
0.52,2009-09-11,"Barack Obama","Democrat"
0.53,2009-09-12,"Barack Obama","Democrat"
0.53,2009-09-13,"Barack Obama","Democrat"
0.52,2009-09-14,"Barack Obama","Democrat"
0.51,2009-09-15,"Barack Obama","Democrat"
0.51,2009-09-17,"Barack Obama","Democrat"
0.52,2009-09-18,"Barack Obama","Democrat"
0.52,2009-09-19,"Barack Obama","Democrat"
0.53,2009-09-20,"Barack Obama","Democrat"
0.53,2009-09-21,"Barack Obama","Democrat"
0.51,2009-09-22,"Barack Obama","Democrat"
0.51,2009-09-23,"Barack Obama","Democrat"
0.5,2009-09-24,"Barack Obama","Democrat"
0.52,2009-09-25,"Barack Obama","Democrat"
0.51,2009-09-26,"Barack Obama","Democrat"
0.51,2009-09-27,"Barack Obama","Democrat"
0.52,2009-09-28,"Barack Obama","Democrat"
0.53,2009-09-29,"Barack Obama","Democrat"
0.54,2009-09-30,"Barack Obama","Democrat"
0.54,2009-10-01,"Barack Obama","Democrat"
0.53,2009-10-02,"Barack Obama","Democrat"
0.52,2009-10-03,"Barack Obama","Democrat"
0.51,2009-10-04,"Barack Obama","Democrat"
0.5,2009-10-05,"Barack Obama","Democrat"
0.51,2009-10-06,"Barack Obama","Democrat"
0.53,2009-10-07,"Barack Obama","Democrat"
0.53,2009-10-08,"Barack Obama","Democrat"
0.54,2009-10-09,"Barack Obama","Democrat"
0.56,2009-10-10,"Barack Obama","Democrat"
0.56,2009-10-11,"Barack Obama","Democrat"
0.56,2009-10-12,"Barack Obama","Democrat"
0.52,2009-10-13,"Barack Obama","Democrat"
0.53,2009-10-14,"Barack Obama","Democrat"
0.52,2009-10-15,"Barack Obama","Democrat"
0.54,2009-10-16,"Barack Obama","Democrat"
0.53,2009-10-17,"Barack Obama","Democrat"
0.51,2009-10-18,"Barack Obama","Democrat"
0.5,2009-10-19,"Barack Obama","Democrat"
0.5,2009-10-20,"Barack Obama","Democrat"
0.51,2009-10-21,"Barack Obama","Democrat"
0.54,2009-10-22,"Barack Obama","Democrat"
0.54,2009-10-23,"Barack Obama","Democrat"
0.55,2009-10-24,"Barack Obama","Democrat"
0.52,2009-10-25,"Barack Obama","Democrat"
0.51,2009-10-26,"Barack Obama","Democrat"
0.51,2009-10-27,"Barack Obama","Democrat"
0.51,2009-10-28,"Barack Obama","Democrat"
0.53,2009-10-29,"Barack Obama","Democrat"
0.55,2009-10-30,"Barack Obama","Democrat"
0.55,2009-10-31,"Barack Obama","Democrat"
0.53,2009-11-01,"Barack Obama","Democrat"
0.5,2009-11-02,"Barack Obama","Democrat"
0.5,2009-11-03,"Barack Obama","Democrat"
0.52,2009-11-04,"Barack Obama","Democrat"
0.52,2009-11-05,"Barack Obama","Democrat"
0.52,2009-11-06,"Barack Obama","Democrat"
0.54,2009-11-07,"Barack Obama","Democrat"
0.53,2009-11-08,"Barack Obama","Democrat"
0.54,2009-11-09,"Barack Obama","Democrat"
0.51,2009-11-10,"Barack Obama","Democrat"
0.53,2009-11-11,"Barack Obama","Democrat"
0.52,2009-11-12,"Barack Obama","Democrat"
0.54,2009-11-13,"Barack Obama","Democrat"
0.53,2009-11-14,"Barack Obama","Democrat"
0.53,2009-11-15,"Barack Obama","Democrat"
0.5,2009-11-16,"Barack Obama","Democrat"
0.5,2009-11-17,"Barack Obama","Democrat"
0.5,2009-11-18,"Barack Obama","Democrat"
0.49,2009-11-19,"Barack Obama","Democrat"
0.49,2009-11-20,"Barack Obama","Democrat"
0.48,2009-11-21,"Barack Obama","Democrat"
0.49,2009-11-22,"Barack Obama","Democrat"
0.49,2009-11-23,"Barack Obama","Democrat"
0.49,2009-11-24,"Barack Obama","Democrat"
0.49,2009-11-25,"Barack Obama","Democrat"
0.49,2009-11-27,"Barack Obama","Democrat"
0.51,2009-11-28,"Barack Obama","Democrat"
0.51,2009-11-29,"Barack Obama","Democrat"
0.51,2009-11-30,"Barack Obama","Democrat"
0.49,2009-12-01,"Barack Obama","Democrat"
0.51,2009-12-02,"Barack Obama","Democrat"
0.52,2009-12-03,"Barack Obama","Democrat"
0.52,2009-12-04,"Barack Obama","Democrat"
0.49,2009-12-05,"Barack Obama","Democrat"
0.47,2009-12-06,"Barack Obama","Democrat"
0.5,2009-12-07,"Barack Obama","Democrat"
0.5,2009-12-10,"Barack Obama","Democrat"
0.5,2009-12-11,"Barack Obama","Democrat"
0.48,2009-12-12,"Barack Obama","Democrat"
0.48,2009-12-13,"Barack Obama","Democrat"
0.48,2009-12-14,"Barack Obama","Democrat"
0.49,2009-12-15,"Barack Obama","Democrat"
0.51,2009-12-16,"Barack Obama","Democrat"
0.52,2009-12-17,"Barack Obama","Democrat"
0.5,2009-12-18,"Barack Obama","Democrat"
0.5,2009-12-19,"Barack Obama","Democrat"
0.49,2009-12-20,"Barack Obama","Democrat"
0.51,2009-12-21,"Barack Obama","Democrat"
0.5,2009-12-22,"Barack Obama","Democrat"
0.51,2009-12-23,"Barack Obama","Democrat"
0.51,2009-12-27,"Barack Obama","Democrat"
0.52,2009-12-28,"Barack Obama","Democrat"
0.53,2009-12-29,"Barack Obama","Democrat"
0.51,2009-12-30,"Barack Obama","Democrat"
0.51,2010-01-02,"Barack Obama","Democrat"
0.49,2010-01-03,"Barack Obama","Democrat"
0.5,2010-01-04,"Barack Obama","Democrat"
0.51,2010-01-05,"Barack Obama","Democrat"
0.52,2010-01-06,"Barack Obama","Democrat"
0.52,2010-01-07,"Barack Obama","Democrat"
0.52,2010-01-08,"Barack Obama","Democrat"
0.5,2010-01-09,"Barack Obama","Democrat"
0.49,2010-01-10,"Barack Obama","Democrat"
0.5,2010-01-11,"Barack Obama","Democrat"
0.5,2010-01-12,"Barack Obama","Democrat"
0.5,2010-01-13,"Barack Obama","Democrat"
0.49,2010-01-14,"Barack Obama","Democrat"
0.49,2010-01-15,"Barack Obama","Democrat"
0.5,2010-01-16,"Barack Obama","Democrat"
0.5,2010-01-17,"Barack Obama","Democrat"
0.5,2010-01-18,"Barack Obama","Democrat"
0.5,2010-01-19,"Barack Obama","Democrat"
0.49,2010-01-20,"Barack Obama","Democrat"
0.49,2010-01-21,"Barack Obama","Democrat"
0.47,2010-01-22,"Barack Obama","Democrat"
0.48,2010-01-23,"Barack Obama","Democrat"
0.48,2010-01-24,"Barack Obama","Democrat"
0.48,2010-01-25,"Barack Obama","Democrat"
0.48,2010-01-26,"Barack Obama","Democrat"
0.47,2010-01-27,"Barack Obama","Democrat"
0.48,2010-01-28,"Barack Obama","Democrat"
0.47,2010-01-29,"Barack Obama","Democrat"
0.48,2010-01-30,"Barack Obama","Democrat"
0.5,2010-01-31,"Barack Obama","Democrat"
0.51,2010-02-01,"Barack Obama","Democrat"
0.51,2010-02-02,"Barack Obama","Democrat"
0.5,2010-02-03,"Barack Obama","Democrat"
0.49,2010-02-04,"Barack Obama","Democrat"
0.5,2010-02-05,"Barack Obama","Democrat"
0.49,2010-02-06,"Barack Obama","Democrat"
0.51,2010-02-07,"Barack Obama","Democrat"
0.5,2010-02-08,"Barack Obama","Democrat"
0.51,2010-02-09,"Barack Obama","Democrat"
0.5,2010-02-10,"Barack Obama","Democrat"
0.51,2010-02-11,"Barack Obama","Democrat"
0.52,2010-02-12,"Barack Obama","Democrat"
0.53,2010-02-13,"Barack Obama","Democrat"
0.53,2010-02-14,"Barack Obama","Democrat"
0.52,2010-02-15,"Barack Obama","Democrat"
0.5,2010-02-16,"Barack Obama","Democrat"
0.51,2010-02-17,"Barack Obama","Democrat"
0.48,2010-02-18,"Barack Obama","Democrat"
0.48,2010-02-19,"Barack Obama","Democrat"
0.48,2010-02-20,"Barack Obama","Democrat"
0.49,2010-02-21,"Barack Obama","Democrat"
0.51,2010-02-22,"Barack Obama","Democrat"
0.51,2010-02-23,"Barack Obama","Democrat"
0.5,2010-02-24,"Barack Obama","Democrat"
0.5,2010-02-25,"Barack Obama","Democrat"
0.49,2010-02-26,"Barack Obama","Democrat"
0.5,2010-02-27,"Barack Obama","Democrat"
0.5,2010-02-28,"Barack Obama","Democrat"
0.5,2010-03-01,"Barack Obama","Democrat"
0.52,2010-03-02,"Barack Obama","Democrat"
0.5,2010-03-03,"Barack Obama","Democrat"
0.5,2010-03-04,"Barack Obama","Democrat"
0.47,2010-03-05,"Barack Obama","Democrat"
0.48,2010-03-06,"Barack Obama","Democrat"
0.49,2010-03-07,"Barack Obama","Democrat"
0.49,2010-03-08,"Barack Obama","Democrat"
0.48,2010-03-09,"Barack Obama","Democrat"
0.46,2010-03-10,"Barack Obama","Democrat"
0.46,2010-03-11,"Barack Obama","Democrat"
0.47,2010-03-12,"Barack Obama","Democrat"
0.49,2010-03-13,"Barack Obama","Democrat"
0.49,2010-03-14,"Barack Obama","Democrat"
0.48,2010-03-15,"Barack Obama","Democrat"
0.46,2010-03-16,"Barack Obama","Democrat"
0.46,2010-03-17,"Barack Obama","Democrat"
0.47,2010-03-18,"Barack Obama","Democrat"
0.5,2010-03-20,"Barack Obama","Democrat"
0.5,2010-03-21,"Barack Obama","Democrat"
0.51,2010-03-22,"Barack Obama","Democrat"
0.5,2010-03-23,"Barack Obama","Democrat"
0.51,2010-03-24,"Barack Obama","Democrat"
0.5,2010-03-25,"Barack Obama","Democrat"
0.48,2010-03-26,"Barack Obama","Democrat"
0.46,2010-03-27,"Barack Obama","Democrat"
0.48,2010-03-28,"Barack Obama","Democrat"
0.48,2010-03-29,"Barack Obama","Democrat"
0.5,2010-03-30,"Barack Obama","Democrat"
0.5,2010-03-31,"Barack Obama","Democrat"
0.5,2010-04-01,"Barack Obama","Democrat"
0.48,2010-04-02,"Barack Obama","Democrat"
0.48,2010-04-03,"Barack Obama","Democrat"
0.49,2010-04-05,"Barack Obama","Democrat"
0.5,2010-04-06,"Barack Obama","Democrat"
0.49,2010-04-07,"Barack Obama","Democrat"
0.49,2010-04-08,"Barack Obama","Democrat"
0.47,2010-04-09,"Barack Obama","Democrat"
0.45,2010-04-10,"Barack Obama","Democrat"
0.45,2010-04-11,"Barack Obama","Democrat"
0.46,2010-04-12,"Barack Obama","Democrat"
0.49,2010-04-13,"Barack Obama","Democrat"
0.49,2010-04-14,"Barack Obama","Democrat"
0.49,2010-04-15,"Barack Obama","Democrat"
0.46,2010-04-16,"Barack Obama","Democrat"
0.47,2010-04-17,"Barack Obama","Democrat"
0.48,2010-04-18,"Barack Obama","Democrat"
0.49,2010-04-19,"Barack Obama","Democrat"
0.49,2010-04-20,"Barack Obama","Democrat"
0.49,2010-04-21,"Barack Obama","Democrat"
0.5,2010-04-22,"Barack Obama","Democrat"
0.49,2010-04-23,"Barack Obama","Democrat"
0.5,2010-04-24,"Barack Obama","Democrat"
0.51,2010-04-25,"Barack Obama","Democrat"
0.51,2010-04-26,"Barack Obama","Democrat"
0.49,2010-04-27,"Barack Obama","Democrat"
0.49,2010-04-29,"Barack Obama","Democrat"
0.49,2010-04-30,"Barack Obama","Democrat"
0.47,2010-05-01,"Barack Obama","Democrat"
0.47,2010-05-02,"Barack Obama","Democrat"
0.5,2010-05-03,"Barack Obama","Democrat"
0.5,2010-05-04,"Barack Obama","Democrat"
0.5,2010-05-05,"Barack Obama","Democrat"
0.48,2010-05-06,"Barack Obama","Democrat"
0.49,2010-05-07,"Barack Obama","Democrat"
0.5,2010-05-08,"Barack Obama","Democrat"
0.5,2010-05-09,"Barack Obama","Democrat"
0.51,2010-05-10,"Barack Obama","Democrat"
0.49,2010-05-11,"Barack Obama","Democrat"
0.51,2010-05-12,"Barack Obama","Democrat"
0.52,2010-05-13,"Barack Obama","Democrat"
0.51,2010-05-14,"Barack Obama","Democrat"
0.48,2010-05-15,"Barack Obama","Democrat"
0.47,2010-05-16,"Barack Obama","Democrat"
0.46,2010-05-17,"Barack Obama","Democrat"
0.49,2010-05-18,"Barack Obama","Democrat"
0.48,2010-05-19,"Barack Obama","Democrat"
0.49,2010-05-20,"Barack Obama","Democrat"
0.48,2010-05-22,"Barack Obama","Democrat"
0.48,2010-05-23,"Barack Obama","Democrat"
0.48,2010-05-24,"Barack Obama","Democrat"
0.47,2010-05-25,"Barack Obama","Democrat"
0.46,2010-05-26,"Barack Obama","Democrat"
0.45,2010-05-27,"Barack Obama","Democrat"
0.45,2010-05-28,"Barack Obama","Democrat"
0.46,2010-05-29,"Barack Obama","Democrat"
0.47,2010-05-30,"Barack Obama","Democrat"
0.5,2010-06-01,"Barack Obama","Democrat"
0.49,2010-06-02,"Barack Obama","Democrat"
0.48,2010-06-03,"Barack Obama","Democrat"
0.46,2010-06-04,"Barack Obama","Democrat"
0.45,2010-06-05,"Barack Obama","Democrat"
0.47,2010-06-06,"Barack Obama","Democrat"
0.45,2010-06-07,"Barack Obama","Democrat"
0.47,2010-06-08,"Barack Obama","Democrat"
0.44,2010-06-09,"Barack Obama","Democrat"
0.45,2010-06-10,"Barack Obama","Democrat"
0.44,2010-06-11,"Barack Obama","Democrat"
0.46,2010-06-12,"Barack Obama","Democrat"
0.48,2010-06-13,"Barack Obama","Democrat"
0.49,2010-06-14,"Barack Obama","Democrat"
0.49,2010-06-15,"Barack Obama","Democrat"
0.46,2010-06-16,"Barack Obama","Democrat"
0.45,2010-06-17,"Barack Obama","Democrat"
0.45,2010-06-18,"Barack Obama","Democrat"
0.48,2010-06-19,"Barack Obama","Democrat"
0.49,2010-06-20,"Barack Obama","Democrat"
0.48,2010-06-21,"Barack Obama","Democrat"
0.45,2010-06-22,"Barack Obama","Democrat"
0.45,2010-06-23,"Barack Obama","Democrat"
0.45,2010-06-24,"Barack Obama","Democrat"
0.46,2010-06-25,"Barack Obama","Democrat"
0.45,2010-06-26,"Barack Obama","Democrat"
0.46,2010-06-27,"Barack Obama","Democrat"
0.46,2010-06-28,"Barack Obama","Democrat"
0.46,2010-06-29,"Barack Obama","Democrat"
0.47,2010-06-30,"Barack Obama","Democrat"
0.49,2010-07-01,"Barack Obama","Democrat"
0.47,2010-07-02,"Barack Obama","Democrat"
0.46,2010-07-03,"Barack Obama","Democrat"
0.44,2010-07-05,"Barack Obama","Democrat"
0.44,2010-07-06,"Barack Obama","Democrat"
0.44,2010-07-07,"Barack Obama","Democrat"
0.45,2010-07-08,"Barack Obama","Democrat"
0.46,2010-07-09,"Barack Obama","Democrat"
0.47,2010-07-10,"Barack Obama","Democrat"
0.47,2010-07-11,"Barack Obama","Democrat"
0.48,2010-07-12,"Barack Obama","Democrat"
0.45,2010-07-13,"Barack Obama","Democrat"
0.44,2010-07-14,"Barack Obama","Democrat"
0.44,2010-07-15,"Barack Obama","Democrat"
0.47,2010-07-16,"Barack Obama","Democrat"
0.49,2010-07-17,"Barack Obama","Democrat"
0.48,2010-07-18,"Barack Obama","Democrat"
0.47,2010-07-19,"Barack Obama","Democrat"
0.46,2010-07-20,"Barack Obama","Democrat"
0.46,2010-07-21,"Barack Obama","Democrat"
0.44,2010-07-22,"Barack Obama","Democrat"
0.44,2010-07-23,"Barack Obama","Democrat"
0.44,2010-07-24,"Barack Obama","Democrat"
0.46,2010-07-25,"Barack Obama","Democrat"
0.45,2010-07-26,"Barack Obama","Democrat"
0.45,2010-07-27,"Barack Obama","Democrat"
0.46,2010-07-28,"Barack Obama","Democrat"
0.45,2010-07-29,"Barack Obama","Democrat"
0.46,2010-07-30,"Barack Obama","Democrat"
0.44,2010-07-31,"Barack Obama","Democrat"
0.45,2010-08-01,"Barack Obama","Democrat"
0.45,2010-08-02,"Barack Obama","Democrat"
0.44,2010-08-03,"Barack Obama","Democrat"
0.45,2010-08-04,"Barack Obama","Democrat"
0.45,2010-08-05,"Barack Obama","Democrat"
0.46,2010-08-06,"Barack Obama","Democrat"
0.47,2010-08-07,"Barack Obama","Democrat"
0.45,2010-08-08,"Barack Obama","Democrat"
0.46,2010-08-09,"Barack Obama","Democrat"
0.45,2010-08-10,"Barack Obama","Democrat"
0.46,2010-08-11,"Barack Obama","Democrat"
0.44,2010-08-12,"Barack Obama","Democrat"
0.43,2010-08-13,"Barack Obama","Democrat"
0.42,2010-08-14,"Barack Obama","Democrat"
0.42,2010-08-15,"Barack Obama","Democrat"
0.42,2010-08-16,"Barack Obama","Democrat"
0.41,2010-08-17,"Barack Obama","Democrat"
0.41,2010-08-18,"Barack Obama","Democrat"
0.42,2010-08-19,"Barack Obama","Democrat"
0.43,2010-08-20,"Barack Obama","Democrat"
0.44,2010-08-21,"Barack Obama","Democrat"
0.44,2010-08-22,"Barack Obama","Democrat"
0.45,2010-08-23,"Barack Obama","Democrat"
0.42,2010-08-24,"Barack Obama","Democrat"
0.43,2010-08-25,"Barack Obama","Democrat"
0.44,2010-08-26,"Barack Obama","Democrat"
0.44,2010-08-27,"Barack Obama","Democrat"
0.43,2010-08-28,"Barack Obama","Democrat"
0.43,2010-08-29,"Barack Obama","Democrat"
0.45,2010-08-30,"Barack Obama","Democrat"
0.47,2010-08-31,"Barack Obama","Democrat"
0.46,2010-09-01,"Barack Obama","Democrat"
0.46,2010-09-02,"Barack Obama","Democrat"
0.43,2010-09-03,"Barack Obama","Democrat"
0.45,2010-09-04,"Barack Obama","Democrat"
0.44,2010-09-05,"Barack Obama","Democrat"
0.46,2010-09-06,"Barack Obama","Democrat"
0.45,2010-09-07,"Barack Obama","Democrat"
0.46,2010-09-08,"Barack Obama","Democrat"
0.45,2010-09-09,"Barack Obama","Democrat"
0.44,2010-09-10,"Barack Obama","Democrat"
0.46,2010-09-11,"Barack Obama","Democrat"
0.46,2010-09-12,"Barack Obama","Democrat"
0.47,2010-09-13,"Barack Obama","Democrat"
0.46,2010-09-14,"Barack Obama","Democrat"
0.45,2010-09-15,"Barack Obama","Democrat"
0.45,2010-09-16,"Barack Obama","Democrat"
0.45,2010-09-17,"Barack Obama","Democrat"
0.47,2010-09-18,"Barack Obama","Democrat"
0.47,2010-09-19,"Barack Obama","Democrat"
0.45,2010-09-20,"Barack Obama","Democrat"
0.43,2010-09-21,"Barack Obama","Democrat"
0.44,2010-09-22,"Barack Obama","Democrat"
0.44,2010-09-23,"Barack Obama","Democrat"
0.44,2010-09-24,"Barack Obama","Democrat"
0.44,2010-09-25,"Barack Obama","Democrat"
0.44,2010-09-26,"Barack Obama","Democrat"
0.45,2010-09-27,"Barack Obama","Democrat"
0.45,2010-09-28,"Barack Obama","Democrat"
0.47,2010-09-29,"Barack Obama","Democrat"
0.46,2010-09-30,"Barack Obama","Democrat"
0.46,2010-10-01,"Barack Obama","Democrat"
0.46,2010-10-02,"Barack Obama","Democrat"
0.46,2010-10-03,"Barack Obama","Democrat"
0.45,2010-10-04,"Barack Obama","Democrat"
0.43,2010-10-05,"Barack Obama","Democrat"
0.46,2010-10-06,"Barack Obama","Democrat"
0.47,2010-10-08,"Barack Obama","Democrat"
0.48,2010-10-09,"Barack Obama","Democrat"
0.46,2010-10-10,"Barack Obama","Democrat"
0.46,2010-10-11,"Barack Obama","Democrat"
0.45,2010-10-12,"Barack Obama","Democrat"
0.45,2010-10-13,"Barack Obama","Democrat"
0.44,2010-10-14,"Barack Obama","Democrat"
0.43,2010-10-15,"Barack Obama","Democrat"
0.44,2010-10-16,"Barack Obama","Democrat"
0.46,2010-10-17,"Barack Obama","Democrat"
0.48,2010-10-18,"Barack Obama","Democrat"
0.46,2010-10-19,"Barack Obama","Democrat"
0.46,2010-10-20,"Barack Obama","Democrat"
0.42,2010-10-21,"Barack Obama","Democrat"
0.43,2010-10-22,"Barack Obama","Democrat"
0.41,2010-10-23,"Barack Obama","Democrat"
0.43,2010-10-24,"Barack Obama","Democrat"
0.43,2010-10-25,"Barack Obama","Democrat"
0.44,2010-10-26,"Barack Obama","Democrat"
0.44,2010-10-27,"Barack Obama","Democrat"
0.46,2010-10-28,"Barack Obama","Democrat"
0.46,2010-10-29,"Barack Obama","Democrat"
0.47,2010-10-30,"Barack Obama","Democrat"
0.45,2010-10-31,"Barack Obama","Democrat"
0.44,2010-11-01,"Barack Obama","Democrat"
0.43,2010-11-02,"Barack Obama","Democrat"
0.44,2010-11-03,"Barack Obama","Democrat"
0.44,2010-11-04,"Barack Obama","Democrat"
0.45,2010-11-05,"Barack Obama","Democrat"
0.47,2010-11-06,"Barack Obama","Democrat"
0.47,2010-11-07,"Barack Obama","Democrat"
0.46,2010-11-08,"Barack Obama","Democrat"
0.44,2010-11-09,"Barack Obama","Democrat"
0.44,2010-11-10,"Barack Obama","Democrat"
0.43,2010-11-11,"Barack Obama","Democrat"
0.42,2010-11-12,"Barack Obama","Democrat"
0.43,2010-11-13,"Barack Obama","Democrat"
0.45,2010-11-14,"Barack Obama","Democrat"
0.48,2010-11-15,"Barack Obama","Democrat"
0.48,2010-11-16,"Barack Obama","Democrat"
0.46,2010-11-17,"Barack Obama","Democrat"
0.45,2010-11-19,"Barack Obama","Democrat"
0.46,2010-11-20,"Barack Obama","Democrat"
0.47,2010-11-21,"Barack Obama","Democrat"
0.46,2010-11-22,"Barack Obama","Democrat"
0.44,2010-11-23,"Barack Obama","Democrat"
0.44,2010-11-24,"Barack Obama","Democrat"
0.44,2010-11-26,"Barack Obama","Democrat"
0.45,2010-11-27,"Barack Obama","Democrat"
0.46,2010-11-28,"Barack Obama","Democrat"
0.47,2010-11-29,"Barack Obama","Democrat"
0.45,2010-12-01,"Barack Obama","Democrat"
0.45,2010-12-02,"Barack Obama","Democrat"
0.47,2010-12-03,"Barack Obama","Democrat"
0.48,2010-12-04,"Barack Obama","Democrat"
0.47,2010-12-05,"Barack Obama","Democrat"
0.46,2010-12-06,"Barack Obama","Democrat"
0.43,2010-12-07,"Barack Obama","Democrat"
0.45,2010-12-09,"Barack Obama","Democrat"
0.43,2010-12-10,"Barack Obama","Democrat"
0.46,2010-12-11,"Barack Obama","Democrat"
0.45,2010-12-12,"Barack Obama","Democrat"
0.46,2010-12-13,"Barack Obama","Democrat"
0.45,2010-12-14,"Barack Obama","Democrat"
0.45,2010-12-15,"Barack Obama","Democrat"
0.45,2010-12-16,"Barack Obama","Democrat"
0.46,2010-12-17,"Barack Obama","Democrat"
0.46,2010-12-18,"Barack Obama","Democrat"
0.46,2010-12-19,"Barack Obama","Democrat"
0.46,2010-12-20,"Barack Obama","Democrat"
0.49,2010-12-22,"Barack Obama","Democrat"
0.48,2010-12-23,"Barack Obama","Democrat"
0.46,2010-12-26,"Barack Obama","Democrat"
